state,year,crop,rainfall_mm,avg_temp_c,min_temp_c,max_temp_c,humidity_pct,solar_radiation,nitrogen_n,phosphorus_p,potassium_k,soil_ph,fertilizer_kg_ha,pesticide_kg_ha,area_harvested_ha,yield_kg_ha,source
Sokoto,2021,Tomatoes,1248.4,26.82,20.76,33.8,52.26,22.27,53.2,31.5,25.7,6.31,104.5,6.31,30389.19,4125.35,Nigeria_Synthesized_FAO_NASA
Taraba,2021,Tomatoes,995.65,26.9,21.62,32.99,61.7,19.68,54.0,27.1,26.0,6.48,96.5,8.46,23240.68,3011.42,Nigeria_Synthesized_FAO_NASA
Yobe,2021,Tomatoes,1602.2,26.8,20.56,34.02,49.32,22.04,53.3,28.7,24.7,6.08,61.5,4.8,18094.28,4982.64,Nigeria_Synthesized_FAO_NASA
Zamfara,2021,Tomatoes,1543.33,25.19,19.44,32.19,55.73,21.79,53.1,28.8,23.6,6.3,93.6,7.86,27118.24,4464.91,Nigeria_Synthesized_FAO_NASA
Abia,2022,Tomatoes,1579.69,25.57,22.28,29.59,84.63,16.48,50.2,30.7,23.0,6.16,58.2,3.65,33325.92,4084.34,Nigeria_Synthesized_FAO_NASA
Adamawa,2022,Tomatoes,1250.17,26.34,20.98,32.39,61.0,20.39,52.4,30.5,25.2,6.15,117.8,5.64,32656.26,3635.95,Nigeria_Synthesized_FAO_NASA
Akwa Ibom,2022,Tomatoes,3367.59,26.03,23.38,29.41,86.43,16.48,51.1,30.1,22.5,6.4,96.3,6.3,23047.02,4314.26,Nigeria_Synthesized_FAO_NASA
Anambra,2022,Tomatoes,1520.42,25.52,22.18,29.44,83.61,17.09,54.4,32.2,23.9,5.99,75.9,4.31,25224.49,4010.89,Nigeria_Synthesized_FAO_NASA
Bauchi,2022,Tomatoes,2192.25,23.61,18.14,29.92,65.09,20.54,48.6,27.4,27.0,5.91,116.2,6.32,35196.97,4276.38,Nigeria_Synthesized_FAO_NASA
Bayelsa,2022,Tomatoes,2262.15,25.86,23.18,29.29,87.25,15.34,45.4,29.9,24.8,6.1,116.6,7.35,22544.89,4783.18,Nigeria_Synthesized_FAO_NASA
Benue,2022,Tomatoes,1847.07,25.08,21.17,29.65,77.48,18.09,52.3,31.4,24.6,6.46,53.4,3.74,21937.66,4471.92,Nigeria_Synthesized_FAO_NASA
Borno,2022,Tomatoes,476.63,27.77,21.18,35.35,41.4,21.11,51.2,28.9,23.3,5.91,53.3,4.95,32375.67,2263.16,Nigeria_Synthesized_FAO_NASA
Cross River,2022,Tomatoes,3367.59,26.03,23.38,29.41,86.43,15.25,53.8,30.1,26.1,5.91,69.2,5.11,23523.74,4309.38,Nigeria_Synthesized_FAO_NASA
Delta,2022,Tomatoes,1520.42,25.52,22.18,29.44,83.61,16.56,53.7,32.6,22.9,6.11,116.7,2.54,21233.64,4091.98,Nigeria_Synthesized_FAO_NASA
Ebonyi,2022,Tomatoes,1089.98,26.56,22.33,31.89,73.62,17.56,54.8,29.8,23.3,6.02,111.2,7.93,35292.45,3262.61,Nigeria_Synthesized_FAO_NASA
Edo,2022,Tomatoes,1751.31,25.24,22.22,29.04,87.11,16.2,52.4,31.0,26.6,6.31,82.7,3.54,31892.63,4457.05,Nigeria_Synthesized_FAO_NASA
Ekiti,2022,Tomatoes,2113.63,24.07,20.77,28.17,85.26,17.06,47.9,31.8,26.0,6.47,53.2,6.22,27062.34,4383.7,Nigeria_Synthesized_FAO_NASA
Enugu,2022,Tomatoes,1234.16,25.55,21.69,30.33,78.39,17.09,46.0,30.9,26.5,6.11,116.3,7.53,34159.89,3357.06,Nigeria_Synthesized_FAO_NASA
FCT Abuja,2022,Tomatoes,1760.93,24.61,19.96,30.21,72.48,18.75,48.0,28.7,26.9,6.49,45.6,5.06,19374.87,4152.89,Nigeria_Synthesized_FAO_NASA
Gombe,2022,Tomatoes,2531.68,24.85,19.37,31.35,62.57,20.6,48.8,28.9,25.2,6.3,96.3,2.89,20783.51,4360.77,Nigeria_Synthesized_FAO_NASA
Imo,2022,Tomatoes,1729.51,25.75,22.53,29.66,85.07,16.48,53.9,29.7,27.0,6.43,75.1,4.48,30446.63,4675.13,Nigeria_Synthesized_FAO_NASA
Jigawa,2022,Tomatoes,764.89,25.49,18.93,33.6,50.77,20.59,54.3,31.8,25.5,5.96,63.3,8.3,31050.92,2542.58,Nigeria_Synthesized_FAO_NASA
Kaduna,2022,Tomatoes,4954.11,22.45,17.78,28.41,73.02,19.63,52.1,31.4,23.9,6.07,77.5,2.14,20789.18,3878.85,Nigeria_Synthesized_FAO_NASA
Kano,2022,Tomatoes,781.04,24.6,18.13,32.79,55.71,20.9,53.5,31.8,25.8,6.09,81.3,4.89,24482.52,2418.41,Nigeria_Synthesized_FAO_NASA
Katsina,2022,Tomatoes,1325.45,24.72,18.93,31.41,53.18,20.62,49.8,32.0,23.0,5.98,118.2,5.82,33245.0,3566.97,Nigeria_Synthesized_FAO_NASA
Kebbi,2022,Tomatoes,980.15,26.68,20.86,33.83,54.97,20.66,47.2,31.3,22.9,6.25,85.7,7.94,27882.71,2882.91,Nigeria_Synthesized_FAO_NASA
Kogi,2022,Tomatoes,1437.67,25.42,21.41,29.88,78.17,17.55,50.7,27.5,23.5,5.91,81.1,2.55,21512.02,4077.88,Nigeria_Synthesized_FAO_NASA
Kwara,2022,Tomatoes,1540.4,24.76,20.61,29.83,78.16,18.05,52.2,27.5,23.6,6.31,111.6,2.21,34644.38,4239.74,Nigeria_Synthesized_FAO_NASA
Lagos,2022,Tomatoes,1637.38,26.36,24.55,28.59,85.07,16.58,50.5,32.7,26.2,6.42,68.3,5.6,28520.57,4763.65,Nigeria_Synthesized_FAO_NASA
Nasarawa,2022,Tomatoes,1908.77,25.78,21.49,31.12,70.43,18.69,50.7,28.4,23.2,6.12,99.1,7.96,24556.69,4538.65,Nigeria_Synthesized_FAO_NASA
Niger,2022,Tomatoes,1218.58,25.95,20.84,31.8,71.14,18.49,46.0,32.4,25.3,6.37,103.6,3.67,29857.27,3475.8,Nigeria_Synthesized_FAO_NASA
Ogun,2022,Tomatoes,1698.93,25.61,22.45,29.56,86.01,16.65,45.9,31.1,27.3,6.08,108.9,8.07,35098.71,4453.46,Nigeria_Synthesized_FAO_NASA
Ondo,2022,Tomatoes,2113.63,24.07,20.77,28.17,85.26,17.06,48.3,27.2,26.7,6.42,90.6,4.29,23067.44,4385.86,Nigeria_Synthesized_FAO_NASA
Osun,2022,Tomatoes,2171.52,24.37,20.75,28.76,83.32,16.56,52.3,32.5,26.2,6.4,99.7,6.1,31676.17,3972.2,Nigeria_Synthesized_FAO_NASA
Oyo,2022,Tomatoes,2188.72,25.01,21.57,29.19,85.48,16.65,51.5,29.4,22.9,6.07,83.5,3.79,34135.71,4298.68,Nigeria_Synthesized_FAO_NASA
Plateau,2022,Tomatoes,4912.41,21.6,16.62,27.93,66.17,18.96,46.7,31.8,24.9,6.25,51.8,4.11,27952.62,3703.41,Nigeria_Synthesized_FAO_NASA
Rivers,2022,Tomatoes,2252.03,25.81,22.77,29.66,87.1,15.13,52.7,28.3,25.6,6.04,119.1,8.19,32586.25,4396.36,Nigeria_Synthesized_FAO_NASA
Sokoto,2022,Tomatoes,1156.6,26.01,20.22,32.86,54.85,21.23,53.0,31.3,26.0,6.48,87.7,6.14,30782.59,3361.34,Nigeria_Synthesized_FAO_NASA
Taraba,2022,Tomatoes,1228.08,25.86,20.77,31.75,65.52,19.13,52.3,28.4,24.4,5.98,80.5,4.96,30303.88,3713.46,Nigeria_Synthesized_FAO_NASA
Yobe,2022,Tomatoes,893.85,26.19,20.1,33.36,49.44,21.16,52.9,29.0,26.7,6.27,95.8,3.91,29335.61,2791.72,Nigeria_Synthesized_FAO_NASA
Zamfara,2022,Tomatoes,1059.55,24.33,18.79,31.18,58.41,20.65,50.9,32.5,27.0,6.49,93.4,8.32,29712.28,2912.58,Nigeria_Synthesized_FAO_NASA
Abia,2023,Tomatoes,1475.58,26.0,22.97,29.78,85.98,16.51,49.3,28.4,22.5,6.01,40.3,6.68,19657.43,5693.53,Nigeria_Synthesized_FAO_NASA
Adamawa,2023,Tomatoes,519.27,29.06,23.09,35.71,48.82,20.47,52.6,32.0,27.4,6.29,76.9,3.98,20228.25,2941.08,Nigeria_Synthesized_FAO_NASA
Akwa Ibom,2023,Tomatoes,2436.57,26.42,24.01,29.57,87.24,16.51,49.1,33.0,22.5,6.01,55.1,6.66,18865.58,5532.25,Nigeria_Synthesized_FAO_NASA
Anambra,2023,Tomatoes,1615.95,26.03,22.88,29.77,84.86,17.37,46.5,29.4,23.0,6.22,47.8,7.14,22206.8,5585.51,Nigeria_Synthesized_FAO_NASA
Bauchi,2023,Tomatoes,697.86,26.4,20.3,33.58,51.79,20.63,49.2,29.3,23.0,6.21,81.2,5.04,25853.95,3148.7,Nigeria_Synthesized_FAO_NASA
Bayelsa,2023,Tomatoes,1814.82,26.3,23.77,29.56,87.72,15.29,52.5,27.9,25.6,5.94,95.6,4.48,27338.16,5990.24,Nigeria_Synthesized_FAO_NASA
Benue,2023,Tomatoes,944.03,26.63,22.48,31.5,74.24,18.47,51.1,29.1,22.7,6.22,113.9,5.88,27742.2,3318.62,Nigeria_Synthesized_FAO_NASA
Borno,2023,Tomatoes,343.14,29.63,22.82,37.31,35.78,20.81,50.7,31.8,25.1,5.95,86.6,5.98,17819.8,3142.82,Nigeria_Synthesized_FAO_NASA
Cross River,2023,Tomatoes,2436.57,26.42,24.01,29.57,87.24,15.23,52.7,31.0,23.6,6.14,102.1,8.2,26363.24,6001.33,Nigeria_Synthesized_FAO_NASA
Delta,2023,Tomatoes,1615.95,26.03,22.88,29.77,84.86,16.79,48.1,28.4,25.0,6.27,40.8,7.07,23277.2,5335.15,Nigeria_Synthesized_FAO_NASA
Ebonyi,2023,Tomatoes,798.23,27.26,23.22,32.34,75.35,17.86,46.8,30.6,24.6,6.1,85.3,7.09,29156.99,3308.97,Nigeria_Synthesized_FAO_NASA
Edo,2023,Tomatoes,1676.66,25.77,22.82,29.43,87.56,16.33,53.1,31.5,26.3,6.13,100.1,4.51,29210.17,5241.54,Nigeria_Synthesized_FAO_NASA
Ekiti,2023,Tomatoes,2169.85,24.73,21.45,28.77,85.2,17.29,47.9,30.3,24.1,6.15,79.4,7.57,18377.34,5841.02,Nigeria_Synthesized_FAO_NASA
Enugu,2023,Tomatoes,1108.57,26.27,22.56,30.82,79.47,17.37,47.5,29.5,25.1,6.35,49.7,3.44,20910.42,4110.48,Nigeria_Synthesized_FAO_NASA
FCT Abuja,2023,Tomatoes,1030.73,25.93,21.23,31.83,70.09,19.26,48.9,31.8,24.1,6.2,89.9,3.51,20882.23,3695.46,Nigeria_Synthesized_FAO_NASA
Gombe,2023,Tomatoes,862.01,27.1,21.19,33.91,53.37,20.53,49.5,31.9,23.7,6.44,84.9,5.96,23435.48,3359.55,Nigeria_Synthesized_FAO_NASA
Imo,2023,Tomatoes,1777.67,26.17,23.15,29.88,86.12,16.51,51.0,31.5,24.7,6.23,45.0,2.58,27134.11,6090.05,Nigeria_Synthesized_FAO_NASA
Jigawa,2023,Tomatoes,423.99,28.08,21.04,36.39,38.64,20.91,46.7,31.8,22.5,6.07,86.7,5.87,16769.87,3231.62,Nigeria_Synthesized_FAO_NASA
Kaduna,2023,Tomatoes,2465.41,24.0,18.96,30.15,67.86,20.1,50.1,31.4,25.0,6.27,111.8,4.61,22872.28,5599.47,Nigeria_Synthesized_FAO_NASA
Kano,2023,Tomatoes,404.08,27.34,20.3,35.93,42.1,21.23,51.1,27.2,25.0,6.39,84.0,3.75,16002.4,3082.53,Nigeria_Synthesized_FAO_NASA
Katsina,2023,Tomatoes,982.9,26.58,20.38,33.43,45.93,20.87,52.3,30.7,23.3,6.45,56.1,8.43,19642.18,3833.39,Nigeria_Synthesized_FAO_NASA
Kebbi,2023,Tomatoes,730.22,28.19,22.1,35.52,49.11,21.05,47.0,27.1,26.2,6.32,103.4,3.67,19556.94,2818.18,Nigeria_Synthesized_FAO_NASA
Kogi,2023,Tomatoes,1484.52,26.48,22.44,31.06,77.19,17.79,49.4,31.2,25.7,5.96,102.5,6.68,24967.08,5470.28,Nigeria_Synthesized_FAO_NASA
Kwara,2023,Tomatoes,1579.72,25.6,21.52,30.56,78.01,18.12,47.7,29.4,23.9,6.03,104.4,6.15,18074.74,5785.26,Nigeria_Synthesized_FAO_NASA
Lagos,2023,Tomatoes,1725.77,26.85,25.11,28.99,85.4,16.75,54.2,28.1,26.5,6.49,98.2,8.45,19043.72,5926.92,Nigeria_Synthesized_FAO_NASA
Nasarawa,2023,Tomatoes,792.72,27.73,23.06,33.55,63.92,18.98,47.0,28.9,22.5,6.31,61.5,7.3,18927.59,3178.13,Nigeria_Synthesized_FAO_NASA
Niger,2023,Tomatoes,980.38,27.13,22.06,32.82,68.69,18.85,54.7,28.5,26.1,6.36,57.7,5.26,22517.15,3605.26,Nigeria_Synthesized_FAO_NASA
Ogun,2023,Tomatoes,1751.53,26.09,23.04,29.88,86.48,16.84,51.2,29.9,26.4,6.04,100.3,7.62,26509.49,5593.78,Nigeria_Synthesized_FAO_NASA
Ondo,2023,Tomatoes,2169.85,24.73,21.45,28.77,85.2,17.29,49.1,32.9,24.4,6.29,52.9,8.37,26670.41,5823.37,Nigeria_Synthesized_FAO_NASA
Osun,2023,Tomatoes,2201.65,25.06,21.5,29.39,83.52,16.78,45.7,31.6,26.4,6.31,63.4,5.18,26256.12,5730.19,Nigeria_Synthesized_FAO_NASA
Oyo,2023,Tomatoes,2213.93,25.55,22.23,29.59,86.03,16.84,47.4,29.1,23.3,6.03,46.1,7.98,22402.7,5284.41,Nigeria_Synthesized_FAO_NASA
Plateau,2023,Tomatoes,2848.18,23.43,18.07,30.06,59.1,19.25,50.4,30.8,27.1,6.0,63.6,8.34,21379.22,5286.56,Nigeria_Synthesized_FAO_NASA
Rivers,2023,Tomatoes,1891.07,26.21,23.36,29.86,87.72,14.97,46.5,27.2,27.4,6.06,113.9,8.47,16262.4,5633.8,Nigeria_Synthesized_FAO_NASA
Sokoto,2023,Tomatoes,789.78,27.79,21.68,34.73,47.25,21.37,45.8,29.9,24.5,6.27,75.1,8.07,16407.82,3146.9,Nigeria_Synthesized_FAO_NASA
Taraba,2023,Tomatoes,410.16,28.57,22.82,35.08,53.6,19.38,54.0,27.9,23.6,5.96,51.2,5.33,25440.4,3039.98,Nigeria_Synthesized_FAO_NASA
Yobe,2023,Tomatoes,406.07,28.53,21.87,36.21,40.3,21.27,54.8,27.9,25.2,5.95,65.5,5.43,21740.65,2940.38,Nigeria_Synthesized_FAO_NASA
Zamfara,2023,Tomatoes,540.96,26.93,20.75,34.3,46.38,21.09,45.6,29.3,23.2,6.03,89.4,2.44,21303.82,3392.19,Nigeria_Synthesized_FAO_NASA
Abia,2024,Tomatoes,1371.1,26.26,22.98,30.44,83.64,16.73,49.2,27.1,27.4,6.12,102.3,4.12,23679.34,5034.99,Nigeria_Synthesized_FAO_NASA
Adamawa,2024,Tomatoes,935.61,28.37,22.56,34.94,52.06,20.19,48.4,27.1,24.3,6.44,95.2,2.95,20733.0,3374.94,Nigeria_Synthesized_FAO_NASA
Akwa Ibom,2024,Tomatoes,1887.73,26.7,24.02,30.21,85.14,16.73,52.0,27.9,26.8,6.08,76.3,5.42,27449.22,5924.12,Nigeria_Synthesized_FAO_NASA
Anambra,2024,Tomatoes,1360.79,26.34,22.94,30.45,82.05,17.55,54.3,27.0,27.1,5.92,61.3,5.35,27974.19,5320.35,Nigeria_Synthesized_FAO_NASA
Bauchi,2024,Tomatoes,1109.06,26.3,20.35,33.25,52.28,20.55,49.8,32.6,23.7,6.06,113.7,2.5,23615.99,4087.69,Nigeria_Synthesized_FAO_NASA
Bayelsa,2024,Tomatoes,1913.76,26.75,24.06,30.28,85.78,15.55,50.1,31.2,23.4,6.42,51.2,4.61,24642.9,5950.31,Nigeria_Synthesized_FAO_NASA
Benue,2024,Tomatoes,1021.39,27.15,22.6,32.57,67.47,18.62,51.7,32.6,26.2,6.23,114.6,5.11,22822.75,3579.36,Nigeria_Synthesized_FAO_NASA
Borno,2024,Tomatoes,583.5,28.57,22.0,36.05,40.59,20.7,49.1,32.0,23.4,6.23,97.8,7.88,23501.19,3052.79,Nigeria_Synthesized_FAO_NASA
Cross River,2024,Tomatoes,1887.73,26.7,24.02,30.21,85.14,15.26,51.4,29.4,24.8,6.45,114.5,7.82,22336.53,6197.63,Nigeria_Synthesized_FAO_NASA
Delta,2024,Tomatoes,1360.79,26.34,22.94,30.45,82.05,16.99,54.5,29.2,25.1,6.37,85.0,8.46,26887.32,4746.33,Nigeria_Synthesized_FAO_NASA
Ebonyi,2024,Tomatoes,905.76,27.86,23.42,33.37,68.7,18.04,52.9,30.0,26.8,6.23,72.9,2.7,25072.28,3309.1,Nigeria_Synthesized_FAO_NASA
Edo,2024,Tomatoes,1389.25,26.08,22.92,30.06,85.46,16.41,54.2,28.5,24.3,5.99,95.3,8.24,25338.84,5015.25,Nigeria_Synthesized_FAO_NASA
Ekiti,2024,Tomatoes,1380.98,25.04,21.44,29.48,81.98,17.4,50.5,27.5,26.1,6.26,92.9,7.84,23780.86,5019.87,Nigeria_Synthesized_FAO_NASA
Enugu,2024,Tomatoes,980.36,26.81,22.68,31.9,73.62,17.55,54.3,32.9,25.4,5.96,76.7,7.12,25965.16,3848.9,Nigeria_Synthesized_FAO_NASA
FCT Abuja,2024,Tomatoes,1182.97,26.46,21.44,32.59,64.55,18.82,45.7,31.4,25.0,6.12,48.4,6.76,16312.42,4063.45,Nigeria_Synthesized_FAO_NASA
Gombe,2024,Tomatoes,1511.27,26.9,21.14,33.62,54.02,20.46,51.5,30.4,24.3,6.29,61.7,7.17,19091.3,5527.85,Nigeria_Synthesized_FAO_NASA
Imo,2024,Tomatoes,1626.91,26.48,23.28,30.5,84.2,16.73,52.8,31.2,23.4,5.96,107.1,7.05,17671.62,5548.88,Nigeria_Synthesized_FAO_NASA
Jigawa,2024,Tomatoes,1025.51,26.63,20.09,34.46,47.2,20.69,46.2,30.0,22.6,6.13,46.0,5.09,24329.09,3724.41,Nigeria_Synthesized_FAO_NASA
Kaduna,2024,Tomatoes,1925.09,24.21,19.05,30.7,65.0,19.62,45.5,29.2,26.3,6.12,97.2,4.4,21478.54,5331.18,Nigeria_Synthesized_FAO_NASA
Kano,2024,Tomatoes,1009.62,26.18,19.59,34.33,48.56,20.93,54.5,27.7,22.7,6.27,115.9,8.43,23071.81,3673.76,Nigeria_Synthesized_FAO_NASA
Katsina,2024,Tomatoes,1294.93,25.85,19.99,32.56,50.33,20.6,51.4,30.3,25.7,6.43,99.7,5.23,21794.46,4710.14,Nigeria_Synthesized_FAO_NASA
Kebbi,2024,Tomatoes,2228.6,27.02,21.27,34.01,56.38,20.48,49.6,29.7,22.6,6.0,79.1,7.35,24081.17,5852.53,Nigeria_Synthesized_FAO_NASA
Kogi,2024,Tomatoes,918.5,27.23,22.62,32.55,69.54,17.95,48.4,27.6,27.3,6.42,46.3,6.68,22521.88,3323.19,Nigeria_Synthesized_FAO_NASA
Kwara,2024,Tomatoes,1259.82,25.8,21.29,31.26,74.74,18.15,48.0,28.4,25.3,6.41,55.4,6.61,28817.34,4475.08,Nigeria_Synthesized_FAO_NASA
Lagos,2024,Tomatoes,1382.65,27.05,25.19,29.33,84.49,16.86,45.8,32.5,25.0,6.17,117.9,8.44,27805.24,4848.41,Nigeria_Synthesized_FAO_NASA
Nasarawa,2024,Tomatoes,1082.75,28.0,23.22,33.88,60.44,18.97,50.1,30.2,25.1,6.24,41.5,6.62,17248.75,4062.09,Nigeria_Synthesized_FAO_NASA
Niger,2024,Tomatoes,926.85,27.69,22.24,33.83,63.71,18.72,50.7,30.4,25.9,5.94,90.1,3.82,17093.44,3544.67,Nigeria_Synthesized_FAO_NASA
Ogun,2024,Tomatoes,1383.59,26.28,23.01,30.33,84.74,16.62,52.1,27.7,25.5,6.49,52.5,7.54,25863.95,5118.56,Nigeria_Synthesized_FAO_NASA
Ondo,2024,Tomatoes,1380.98,25.04,21.44,29.48,81.98,17.4,47.8,28.7,27.0,6.11,45.0,5.9,25873.01,5068.25,Nigeria_Synthesized_FAO_NASA
Osun,2024,Tomatoes,1552.21,25.25,21.3,29.96,80.5,16.59,51.4,32.2,26.4,5.96,70.5,7.03,26174.22,5221.33,Nigeria_Synthesized_FAO_NASA
Oyo,2024,Tomatoes,1674.52,25.69,22.07,30.01,84.02,16.62,52.4,27.1,26.9,5.95,51.2,6.77,28517.58,5585.57,Nigeria_Synthesized_FAO_NASA
Plateau,2024,Tomatoes,1740.79,23.31,17.86,30.2,58.55,18.87,47.9,29.1,24.2,6.09,59.4,5.96,22704.61,5545.72,Nigeria_Synthesized_FAO_NASA
Rivers,2024,Tomatoes,1796.83,26.6,23.57,30.6,85.73,15.17,46.9,32.0,26.2,6.47,53.2,2.94,19648.02,6194.23,Nigeria_Synthesized_FAO_NASA
Sokoto,2024,Tomatoes,1403.83,26.96,21.08,33.83,53.46,20.92,49.8,30.6,23.4,6.19,92.6,4.81,23745.63,5330.89,Nigeria_Synthesized_FAO_NASA
Taraba,2024,Tomatoes,1137.38,27.76,22.3,34.06,57.28,19.35,48.3,28.8,24.6,5.9,93.5,7.49,21569.28,4318.37,Nigeria_Synthesized_FAO_NASA
Yobe,2024,Tomatoes,931.33,27.61,21.32,34.81,45.09,21.08,54.9,28.6,23.1,6.12,99.1,3.91,16167.71,3372.86,Nigeria_Synthesized_FAO_NASA
Zamfara,2024,Tomatoes,714.1,26.35,20.36,33.59,49.36,20.63,46.2,29.0,26.1,6.27,49.6,3.06,21094.25,3147.93,Nigeria_Synthesized_FAO_NASA
Abia,2019,Yams,2019.69,25.82,22.82,29.42,86.11,16.27,48.5,30.6,23.4,6.08,41.6,6.99,217640.35,10010.01,Nigeria_Synthesized_FAO_NASA
Adamawa,2019,Yams,960.01,27.76,22.27,33.74,56.41,20.28,52.1,32.0,23.9,6.0,117.8,6.66,217938.23,6006.44,Nigeria_Synthesized_FAO_NASA
Akwa Ibom,2019,Yams,2231.91,26.29,23.81,29.49,86.47,16.27,48.5,31.5,22.9,6.24,74.3,2.11,129677.5,10463.54,Nigeria_Synthesized_FAO_NASA
Anambra,2019,Yams,2330.26,25.85,22.81,29.34,85.38,17.04,46.1,30.8,23.7,6.06,111.9,5.04,159536.8,9384.77,Nigeria_Synthesized_FAO_NASA
Bauchi,2019,Yams,867.4,26.58,20.84,33.37,51.51,20.5,54.1,27.2,24.7,6.27,65.5,7.02,207798.09,5475.74,Nigeria_Synthesized_FAO_NASA
Bayelsa,2019,Yams,3319.11,26.16,23.71,29.38,87.88,15.0,47.7,28.4,27.3,6.17,56.7,6.6,231930.59,10639.39,Nigeria_Synthesized_FAO_NASA
Benue,2019,Yams,1023.91,26.98,22.72,32.08,71.9,18.06,53.8,28.0,22.8,6.06,88.6,2.8,157608.35,6427.59,Nigeria_Synthesized_FAO_NASA
Borno,2019,Yams,545.89,28.54,22.01,35.97,40.71,21.14,53.5,28.4,26.6,6.04,94.1,4.8,197187.59,5188.6,Nigeria_Synthesized_FAO_NASA
Cross River,2019,Yams,2231.91,26.29,23.81,29.49,86.47,15.4,47.2,28.1,24.3,6.3,58.7,3.19,206742.08,9320.31,Nigeria_Synthesized_FAO_NASA
Delta,2019,Yams,2330.26,25.85,22.81,29.34,85.38,16.34,49.3,28.4,22.8,6.16,103.1,6.65,180074.51,9030.41,Nigeria_Synthesized_FAO_NASA
Ebonyi,2019,Yams,1142.89,26.36,22.7,30.77,79.82,17.53,54.7,29.0,27.5,6.05,77.7,4.3,129287.23,7713.48,Nigeria_Synthesized_FAO_NASA
Edo,2019,Yams,2626.04,25.64,22.8,29.18,88.29,15.76,52.5,33.0,25.6,6.18,47.2,8.48,220813.22,9510.11,Nigeria_Synthesized_FAO_NASA
Ekiti,2019,Yams,2325.44,24.63,21.43,28.64,85.23,16.92,49.1,30.3,27.2,5.99,63.4,2.99,205226.79,9504.98,Nigeria_Synthesized_FAO_NASA
Enugu,2019,Yams,1601.35,25.72,22.28,29.72,82.47,17.04,45.8,28.8,25.1,6.14,43.6,8.22,135053.64,10215.41,Nigeria_Synthesized_FAO_NASA
FCT Abuja,2019,Yams,1302.2,26.23,21.5,31.88,67.06,18.58,52.3,30.5,23.7,6.05,79.3,4.73,158939.34,8875.65,Nigeria_Synthesized_FAO_NASA
Gombe,2019,Yams,1233.79,26.8,21.28,33.1,55.76,20.71,49.8,30.9,23.4,6.22,65.4,5.42,216991.43,7711.96,Nigeria_Synthesized_FAO_NASA
Imo,2019,Yams,2559.56,26.01,23.05,29.59,86.4,16.27,48.5,31.2,27.2,6.28,51.9,6.42,212748.9,10289.89,Nigeria_Synthesized_FAO_NASA
Jigawa,2019,Yams,485.81,27.58,20.91,35.54,41.33,20.87,50.2,29.3,22.8,6.13,112.3,2.14,224091.8,5030.23,Nigeria_Synthesized_FAO_NASA
Kaduna,2019,Yams,1623.16,24.48,19.33,30.82,63.85,19.89,48.9,29.6,25.4,6.18,53.5,2.12,230582.01,9343.53,Nigeria_Synthesized_FAO_NASA
Kano,2019,Yams,517.4,27.07,20.35,35.28,43.11,21.48,46.1,28.3,24.4,6.39,61.5,7.73,229444.23,5549.1,Nigeria_Synthesized_FAO_NASA
Katsina,2019,Yams,702.35,26.88,20.7,33.83,42.66,21.26,50.6,31.0,24.3,6.37,53.3,2.32,231659.01,5057.36,Nigeria_Synthesized_FAO_NASA
Kebbi,2019,Yams,975.0,27.47,21.57,34.45,51.71,21.15,52.5,30.1,25.4,5.97,107.3,7.12,222067.75,6149.05,Nigeria_Synthesized_FAO_NASA
Kogi,2019,Yams,1251.26,27.25,22.95,32.23,71.52,17.31,54.6,32.3,25.7,6.12,89.4,5.74,179475.25,8281.49,Nigeria_Synthesized_FAO_NASA
Kwara,2019,Yams,1645.89,25.35,21.41,30.21,78.48,18.09,49.1,30.4,24.6,6.05,100.9,5.45,161941.96,9483.24,Nigeria_Synthesized_FAO_NASA
Lagos,2019,Yams,1952.69,26.78,25.09,28.91,85.85,16.26,53.8,31.5,24.1,6.47,46.1,8.25,168717.38,9384.48,Nigeria_Synthesized_FAO_NASA
Nasarawa,2019,Yams,938.12,27.98,23.38,33.58,62.16,18.38,49.3,29.2,25.2,6.38,107.4,4.61,129233.53,5682.65,Nigeria_Synthesized_FAO_NASA
Niger,2019,Yams,1226.48,26.93,22.01,32.45,68.58,18.47,45.5,30.8,22.8,6.34,83.1,3.29,144520.87,7872.94,Nigeria_Synthesized_FAO_NASA
Ogun,2019,Yams,1932.32,26.05,23.09,29.76,86.83,16.7,49.4,31.8,24.8,5.98,97.9,3.21,148348.11,9921.95,Nigeria_Synthesized_FAO_NASA
Ondo,2019,Yams,2325.44,24.63,21.43,28.64,85.23,16.92,49.5,32.1,26.0,5.91,63.7,7.66,180921.86,9787.08,Nigeria_Synthesized_FAO_NASA
Osun,2019,Yams,2184.61,24.92,21.46,29.14,83.53,16.53,52.3,30.7,26.3,6.34,95.4,7.34,188165.38,8782.21,Nigeria_Synthesized_FAO_NASA
Oyo,2019,Yams,2257.17,25.43,22.21,29.34,86.49,16.7,49.7,31.3,26.9,6.06,67.4,8.05,172465.7,9896.26,Nigeria_Synthesized_FAO_NASA
Plateau,2019,Yams,1166.1,23.54,18.25,30.23,58.25,18.6,51.6,32.9,26.6,6.35,56.6,7.69,147904.5,6884.21,Nigeria_Synthesized_FAO_NASA
Rivers,2019,Yams,3286.85,26.06,23.24,29.71,87.68,15.01,48.3,27.4,24.9,6.06,97.2,8.22,225980.09,9903.34,Nigeria_Synthesized_FAO_NASA
